id,name,artist(s),popularity,liked,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
4YExNVZhqZWtq8k0AZCbGu,Gentleman (feat. T-Pain) - Remix,"['Gallant', 'T-Pain']",46,1,0.537,0.691,4,-5.304,0,0.195,0.356,0.0,0.212,0.473,106.63,221423,4
1MLGi5JL93ft1He0NrmDq5,"Coast/Clear (feat. Joey Bada$$, Flatbush Zombies, Kirk Knight, Nyck Caution & Issa Gold)","['Beast Coast', 'Joey Bada$$', 'Flatbush Zombies', 'Kirk Knight', 'Nyck Caution', 'Issa Gold']",54,1,0.672,0.828,11,-5.959,1,0.13,0.0428,0.0,0.181,0.587,80.016,230360,4
6fzDvAoOyqXqUGtvSl5kxM,3BadSoSad,['Private Island'],26,1,0.602,0.561,11,-8.026,0,0.0289,0.428,0.0282,0.311,0.584,96.876,240013,4
5wujBwqG7INdStqGd4tRMX,Armed And Dangerous,['Juice WRLD'],78,1,0.736,0.67,10,-6.702,1,0.311,0.186,0.0,0.114,0.845,130.032,169999,4
285pBltuF7vW8TeWk8hdRR,Lucid Dreams,['Juice WRLD'],84,1,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903,239836,4
08MChfwzCjuzC5jD4tDZ74,Do You Don't You,['Haywyre'],11,1,0.849,0.723,5,-5.093,0,0.046,0.028,0.12,0.235,0.552,115.031,275478,4
6RFkVsPmrM4pzlDkFswwJl,God's Gonna Cut You Down,['Johnny Cash'],61,1,0.611,0.479,5,-8.074,0,0.117,0.877,6.5e-06,0.106,0.79,82.366,158573,4
0AQquaENerGps8BQmbPw14,Big Iron,['Marty Robbins'],62,1,0.726,0.474,1,-7.834,0,0.0491,0.803,0.0,0.258,0.57,116.027,235733,4
2vN0yJIIsjfUE5EgcBT6hf,Bubbles,['Herbie Hancock'],28,1,0.667,0.307,1,-15.361,0,0.03,0.373,0.838,0.352,0.402,139.75,539000,4
2gHIteqKkUDd4ZVet0UiAK,Sun Spat,['EMEFE'],35,1,0.642,0.652,8,-6.862,0,0.128,0.0647,0.2,0.627,0.651,87.326,215017,4
2n8NfFybmE3TktpWRhVOxt,"Ocean - Live At Red Rocks, CO/2010",['John Butler Trio'],0,1,0.24,0.518,4,-6.7,1,0.0299,0.516,0.913,0.631,0.111,99.958,726947,4
7wgQQlJJJPHAaiOehTcMIb,Velvet Slide,"['Stoop Kids', 'J.O']",36,1,0.722,0.784,0,-6.641,1,0.165,0.293,0.000215,0.746,0.551,94.995,194660,4
4iURgDfsolmCJtknzWuyxj,These Girls,['Sticky Fingers'],60,1,0.358,0.585,6,-8.762,1,0.0776,0.327,2e-06,0.0864,0.407,185.392,205787,4
0O0M44llUQuPdJAkROQRch,Australia Street,['Sticky Fingers'],62,1,0.472,0.69,9,-8.092,0,0.0443,0.0219,0.0,0.0992,0.512,77.478,219027,4
3jAoLij05OiNndX2XlSRdS,How To Fly,['Sticky Fingers'],65,1,0.676,0.645,8,-9.335,0,0.0992,0.159,0.00172,0.106,0.537,151.058,202187,4
2YTrgbxNPcqzSXQY9acap9,Clouds & Cream,['Sticky Fingers'],54,1,0.659,0.89,6,-8.446,1,0.057,0.0816,2.69e-05,0.112,0.612,90.005,174347,4
6u7jPi22kF8CTQ3rb9DHE7,Old Town Road (feat. Billy Ray Cyrus) - Remix,"['Lil Nas X', 'Billy Ray Cyrus']",94,1,0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041,157067,4
1ndGB6rvxKYN9seCYO1dTF,The Zephyr Song,['Red Hot Chili Peppers'],65,1,0.725,0.803,2,-4.083,1,0.0337,0.013,3.66e-05,0.0891,0.403,117.391,231933,4
3ZOEytgrvLwQaqXreDs2Jx,Can't Stop,['Red Hot Chili Peppers'],77,1,0.618,0.938,9,-3.442,1,0.0456,0.0179,0.0,0.167,0.875,91.455,269000,4
1f2V8U1BiWaC9aJWmpOARe,By the Way,['Red Hot Chili Peppers'],70,1,0.451,0.97,0,-4.938,1,0.107,0.0264,0.00355,0.102,0.198,122.444,216933,4
2oaK4JLVnmRGIO9ytBE1bt,Dark Necessities,['Red Hot Chili Peppers'],70,1,0.7,0.742,5,-6.777,0,0.0716,0.0722,0.0199,0.11,0.197,91.959,302000,4
10Nmj3JCNoMeBQ87uw5j8k,Dani California,['Red Hot Chili Peppers'],73,1,0.553,0.865,9,-4.751,0,0.0409,0.017,1.05e-05,0.267,0.735,96.161,283000,4
1G391cbiT3v3Cywg8T7DM1,Scar Tissue,['Red Hot Chili Peppers'],73,1,0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,215907,4
05Li9s63oMwigFbQJDr2cz,Reminisce,['Howiewonder'],44,1,0.393,0.266,9,-15.228,0,0.0634,0.606,0.926,0.11,0.493,75.523,126340,4
1AXoC5caPAsbkF5hJlwCbL,Thank You Come Again,['Jobii'],53,1,0.569,0.537,0,-12.525,1,0.38,0.975,0.894,0.194,0.156,140.024,162821,4
7jBIDPaMsULxPG75ERBqnB,falling,['Mora'],44,1,0.564,0.369,11,-6.858,0,0.236,0.557,0.169,0.135,0.323,77.983,126154,4
1YhRsh9PMKaDXXKoWUzqTQ,Time,['Poppy Ackroyd'],41,1,0.186,0.0615,3,-23.325,1,0.0398,0.992,0.86,0.101,0.068,177.192,351712,4
1sOjDGtITXtKYpKPpoeIZA,Solo,"['Andy Gbormittah', 'Jake Warren', 'Silence & Air']",57,1,0.335,0.0537,0,-27.737,0,0.0582,0.986,0.893,0.114,0.257,61.979,106020,4
0NSbiBKXoODbsPwjSivfBr,I Could Have Lied,['Red Hot Chili Peppers'],56,1,0.56,0.209,7,-13.591,1,0.039,0.0132,0.551,0.342,0.407,140.744,244400,4
5oqGckxkpGDMAn3tcQxQuw,Cigarettes And Chocolate,['Nick Murphy / Chet Faker'],37,1,0.56,0.641,1,-7.503,0,0.139,0.802,0.369,0.106,0.426,124.869,316187,4
4bifyKEdxnuGU4gvdZWEMS,Space Echo,['A.L.I.S.O.N'],44,1,0.611,0.722,8,-8.943,0,0.0316,0.365,0.885,0.0947,0.375,102.671,215050,4
0jZxuq04x40gwFCCcg3J31,A Prominent Response,['Piotr Miteska'],60,1,0.283,0.105,2,-21.941,0,0.0328,0.991,0.899,0.106,0.157,77.799,173298,3
3DbUsdHmtuSWbba6EO0d4g,Forever Morning,['Clarence Öfwerman'],52,1,0.36,0.191,0,-19.335,1,0.0567,0.976,0.917,0.115,0.205,89.018,137772,4
2bonbKENtFAQQh8U4UEAu5,Engagement Party,['Justin Hurwitz'],55,1,0.398,0.0662,3,-22.609,1,0.0401,0.991,0.909,0.113,0.326,80.364,87213,3
60CFGgbdZ315nIOuK5nYmM,Water Ripples,['Enno Aare'],62,1,0.433,0.187,8,-14.389,0,0.0343,0.958,0.93,0.121,0.35,138.509,187477,3
2ZBrOKj7dDANWEA4DcXQ2N,A New Day,['Milo Stavos'],56,1,0.446,0.065,0,-18.246,1,0.0577,0.991,0.954,0.107,0.31,69.751,179102,4
0xsaR8VhVGPxUZZY9Eqcts,"Dad, Help",['Tang'],11,1,0.382,0.739,1,-6.46,0,0.0357,0.0224,0.773,0.319,0.441,94.995,301745,4
6CiLkCvOwmSHEBAX861L5F,Clayton,['Tang'],22,1,0.341,0.672,9,-8.191,1,0.0416,0.029,0.894,0.097,0.478,67.33,247100,4
1E8S3CSv20KrKT0C1yAjkO,Television Rules the Nation / Crescendolls,['Daft Punk'],47,1,0.58,0.786,6,-9.979,1,0.0675,6.53e-05,0.207,0.461,0.558,126.004,290840,4
4sK96UnGx3NjBaqvfTG2dm,Too Close,['Alex Clare'],55,1,0.579,0.731,11,-4.16,0,0.0452,0.0137,0.0,0.113,0.284,126.07,256560,4
7suurFRV1IZUinoDGSeXXQ,In,['Dimond Saints'],11,1,0.691,0.512,9,-7.966,0,0.0319,0.461,0.845,0.109,0.202,138.006,187826,4
2QoDAlMnML5haTXvYRS86X,Ready To Let Go,['Cage The Elephant'],65,1,0.72,0.893,1,-3.279,1,0.0376,0.0109,2.52e-05,0.0729,0.795,100.96,187973,4
3NyovXfcpc8PDWWKH7xEDs,S.O.S. (Sawed Off Shotgun),['The Glorious Sons'],58,1,0.568,0.961,9,-2.182,1,0.065,0.00428,0.0,0.138,0.924,148.126,195173,4
6XRgC4KAp4upKu0v7H4tQo,Lo/Hi,['The Black Keys'],61,1,0.606,0.679,2,-7.445,1,0.0321,0.015,0.000427,0.234,0.705,122.012,177003,4
44YAJYlDg4EECrecze8BU2,No Less,"['G-Eazy', 'SG Lewis', 'Louis Mattrs']",56,1,0.632,0.49,11,-7.386,0,0.286,0.566,0.0,0.0985,0.178,93.979,250640,4
6Pbo7whCBTZNHw0TJFEyz0,Sorrow,['Avendi'],28,1,0.366,0.263,2,-10.357,0,0.0341,0.813,0.0128,0.365,0.296,130.623,158308,4
5sBPYOkp1YgCo5GGHBNWqG,Morro Bay,['Lundegard'],48,1,0.645,0.119,11,-20.521,1,0.0505,0.968,0.877,0.102,0.0505,121.975,192171,4
4iN6427kzmNUcQWOd3cCNb,Readers,['Ciaran Delany'],11,1,0.7,0.16,8,-17.997,0,0.037,0.977,0.776,0.114,0.261,105.044,181669,4
3nJuP6wP2C3KagblFUjsBS,Serenade For Strings,['Auguste Henrique'],46,1,0.475,0.128,9,-17.601,0,0.0341,0.958,0.914,0.101,0.154,116.029,133522,4
3SkKLZFgKIY0DKX5Vro5jV,Jungle,['Tash Sultana'],58,1,0.59,0.697,1,-5.877,0,0.0291,0.269,9.86e-05,0.0881,0.497,146.059,315599,4
4EzMqZ1QO4HAWbcdDtnu3d,Drowning - STWO Remix,"['BANKS', 'Stwo']",33,1,0.488,0.545,7,-8.877,1,0.0939,0.258,0.00053,0.24,0.144,161.978,232593,4
2I6yX8rOgH12DfuZI9VSVL,Drowning - Lido Remix,"['BANKS', 'Lido']",30,1,0.519,0.592,11,-8.221,0,0.0466,0.108,0.0114,0.142,0.456,162.213,333319,4
3XlIKyeTqdVpmS9UhQdMzH,Turbine Blue,['Seekae'],30,1,0.721,0.402,3,-9.543,1,0.06,0.486,0.000351,0.148,0.456,121.972,222377,4
7tz72QoLNQbpzDdmkUcwgA,Cola,['Massappeals'],0,1,0.766,0.897,1,-3.794,0,0.0407,0.575,0.869,0.113,0.578,137.998,215652,4
0ioOGx97f6niMSBBDT65pR,Vandalism,['Porter Robinson'],33,1,0.769,0.593,4,-8.055,0,0.0896,0.00746,0.646,0.109,0.308,126.988,440194,4
6rBFwJ0nQpsfr44AC3RJVq,Things Ain't Like They Used to Be,['The Black Keys'],41,1,0.416,0.555,0,-6.786,1,0.0293,0.18,0.0189,0.0919,0.394,134.549,276413,4
0RRS27vZj5U0N2eIBctL4K,Oceans & Streams,['The Black Keys'],35,1,0.46,0.878,11,-5.564,1,0.0464,0.0817,5.58e-05,0.122,0.533,96.493,205600,4
0WyD0V9Mf8aILlexKswK4w,Just Got to Be,['The Black Keys'],40,1,0.329,0.612,4,-8.5,1,0.072,0.691,0.00486,0.126,0.686,172.023,180160,4
2VxeLyX666F8uXCJ0dZF8B,Shallow,"['Lady Gaga', 'Bradley Cooper']",87,1,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,215733,4
4HUqrGAZ5f0gHRor7z9BFc,Black Eyes,['Bradley Cooper'],61,1,0.373,0.937,11,-2.133,0,0.0834,0.000811,6.37e-05,0.815,0.46,150.242,183773,4
1A6OTy97kk0mMdm78rHsm8,Sunflower - Spider-Man: Into the Spider-Verse,"['Post Malone', 'Swae Lee']",29,1,0.753,0.498,2,-5.61,1,0.0504,0.551,0.0,0.0706,0.927,89.95,158053,4
582YjxdRTGri2bdGlG7xaS,The Line,['dvsn'],47,1,0.399,0.226,0,-11.731,0,0.0421,0.411,0.000256,0.105,0.165,119.903,431923,4
4h8VwCb1MTGoLKueQ1WgbD,Wake Me Up,['Avicii'],80,1,0.518,0.784,2,-5.659,1,0.0524,0.00346,0.00187,0.171,0.588,124.102,247427,4
4Dp3yrEK6dQzr9oM2UtZgR,Untrue,['Tchami'],45,1,0.68,0.869,4,-5.085,0,0.034,0.00326,0.818,0.261,0.403,121.028,250413,4
6ADKtjBCUtkZbhZdZpnAJr,For The Love (Big Wild Remix),"['GRiZ', 'Big Wild', 'Talib Kweli']",51,1,0.741,0.721,10,-6.369,0,0.0903,0.097,0.00618,0.26,0.548,101.022,173465,4
5rtXelI2ZRBCpTGgstkGY2,nosedive,['deadmau5'],35,1,0.69,0.703,10,-8.271,1,0.0483,0.000993,0.891,0.0998,0.0318,119.993,520000,3
1i7R2nENJySeUOTQTBpGlv,wilhelm,['deadmau5'],43,1,0.55,0.359,1,-13.999,1,0.0309,0.262,0.787,0.115,0.0396,120.027,80000,4
3iX4gxfTGH6XQ5Y0Wl12MQ,midas heel,['deadmau5'],38,1,0.743,0.553,11,-6.443,1,0.036,0.0162,0.491,0.0807,0.0661,92.01,379205,4
7yKMGeJM3EjNrS6QXnY6xP,cabin,['deadmau5'],46,1,0.578,0.823,9,-9.184,0,0.0373,0.00406,0.896,0.0907,0.0258,110.003,200727,4
5geEoU8IbjswskpftvbOl2,somb,['deadmau5'],33,1,0.679,0.434,5,-15.274,1,0.0662,0.771,0.954,0.102,0.0373,128.214,105000,4
5eXAwRzk8mBnLilhGLVLOF,Polyphobia,['deadmau5'],48,1,0.803,0.473,6,-10.47,0,0.113,0.5,0.908,0.16,0.0327,128.047,450000,3
6Qng1hawspj0ddyexe0IHV,Polaris,['deadmau5'],51,1,0.67,0.792,7,-8.211,1,0.0465,0.0362,0.881,0.101,0.0348,128.018,585000,3
1Q8lDjEzlTwATSZz2zgPd9,Wen Uuu,['Shlohmo'],45,1,0.674,0.655,10,-6.574,1,0.0413,0.473,0.844,0.0965,0.0597,174.014,233793,4
3oGqaG8lbdMzw4kgRb0CYz,Places,['Shlohmo'],52,1,0.356,0.469,6,-8.403,0,0.12,0.361,0.882,0.396,0.231,85.228,302211,4
2FKzLNoAnBuBvCwFRnDMlw,Eclipse / Blue,['Nosaj Thing'],12,1,0.324,0.446,7,-11.889,0,0.0408,0.72,0.959,0.139,0.0809,157.961,269093,4
78S3pvsrBrsafmGorQsLdi,Yin And Yang,['Uyama Hiroto'],39,1,0.501,0.659,1,-4.589,1,0.0272,0.0236,0.86,0.145,0.195,74.819,191533,4
0pZpCtGuxZTlK8mPuQ1Oua,Luv (sic.) pt 3 Instrumentals,['Nujabes'],40,1,0.86,0.508,1,-8.924,1,0.0455,0.15,0.907,0.0884,0.936,94.992,374200,4
39kdh6z0m3UNDfBqLLiXcz,Night 1,['Ta-ku'],59,1,0.835,0.359,0,-12.531,1,0.0685,0.0127,0.628,0.112,0.389,152.185,183187,4
3dAJCxA5vRUjNgWmQOvQBO,Dog Days,"[""L'Indécis"", 'sad toï']",35,1,0.561,0.422,2,-8.893,0,0.0313,0.579,0.931,0.133,0.318,144.128,166097,4
0z3u3kPRF6GMGJtzI3dJmz,Secret,['Brock Berrigan'],49,1,0.729,0.322,2,-7.443,1,0.0368,0.0947,0.94,0.134,0.313,86.029,103256,4
0XTRycTWH8TR2xBEjwByNS,Mindfulness,['C Y G N'],58,1,0.666,0.252,3,-11.555,0,0.0511,0.534,0.692,0.121,0.686,138.194,168000,4
5iJfzXKvQXlYOBtEQhEmpA,"Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack",['Teriyaki Boyz'],59,1,0.761,0.892,6,-5.354,1,0.133,0.178,4.19e-05,0.0712,0.935,127.04,255173,4
1jzIJcHCXneHw7ojC6LXiF,Potato Salad,"['Tyler, The Creator', 'A$AP Rocky']",70,1,0.538,0.612,2,-6.02,1,0.424,0.308,0.0,0.213,0.684,168.197,182493,4
4nVyHATevhl5RC6Qmoko5H,I Like It,"['Enrique Iglesias', 'Pitbull']",61,1,0.659,0.935,10,-2.739,0,0.107,0.0253,0.0,0.0653,0.73,129.048,231787,4
5BoIP8Eha5hwmRVURkC2Us,In My Head,['Jason Derulo'],61,1,0.762,0.748,0,-4.15,0,0.033,0.0266,0.0,0.348,0.851,110.009,199027,4
0FZ4Dmg8jJJAPJnvBIzD9z,ZEZE (feat. Travis Scott & Offset),"['Kodak Black', 'Offset', 'Travis Scott']",81,1,0.861,0.603,8,-5.788,0,0.176,0.0521,0.0,0.0924,0.504,98.043,228760,4
2nBRptHRrQGUNrOeZQT8oU,Red Nose,['Sage The Gemini'],16,1,0.856,0.469,11,-5.708,0,0.133,0.435,0.0,0.232,0.75,97.549,193200,4
5Z01UMMf7V1o0MzF86s6WJ,"Lose Yourself - From ""8 Mile"" Soundtrack",['Eminem'],74,1,0.698,0.732,2,-4.522,1,0.266,0.00704,0.000647,0.359,0.0689,171.431,326467,4
0J6mQxEZnlRt9ymzFntA6z,Livin' On A Prayer,['Bon Jovi'],32,1,0.534,0.887,0,-3.777,1,0.0345,0.0768,9.93e-05,0.325,0.72,122.494,249293,4
1rCPg5GOtes0FIo1BzgvUi,A Trick of the Light,['Villagers'],50,1,0.563,0.606,11,-8.159,1,0.0267,0.513,0.0391,0.132,0.425,150.0,248253,4
2j0TnrVUhRav9s9MzDLaOv,Elijah,['Matthew And The Atlas'],54,1,0.479,0.35,3,-12.611,0,0.0311,0.842,0.144,0.0948,0.148,101.894,250560,1
1phRuf0KNLOFGzDVE2UYIv,Palace,['Matthew And The Atlas'],53,1,0.538,0.21,4,-16.777,1,0.0344,0.917,0.0043,0.106,0.411,94.871,188424,4
4mT2VI23PYyHCVZAtoOMo3,I Saw You Blink,['Stornoway'],21,1,0.436,0.72,4,-8.127,1,0.0463,0.663,0.00136,0.193,0.694,153.634,230507,4
0ZwlxoHAnvkCRjsOrHAleU,Talking Backwards,['Real Estate'],53,1,0.408,0.875,5,-6.036,1,0.0301,0.0299,0.823,0.169,0.56,150.782,187733,4
4IAE7M8Qw88f59W0uqNujJ,Had To Hear,['Real Estate'],54,1,0.556,0.765,7,-7.474,1,0.0319,0.135,0.732,0.149,0.499,125.72,290827,4
36PQh1G6h7n9VWB799fXpI,Darling,['Real Estate'],62,1,0.596,0.894,0,-5.407,1,0.0265,0.00878,0.00659,0.104,0.572,132.994,260387,5
5smPViFYtztTo7ww9gJXpD,I’m Yours,"['Jason Mraz', 'Philip Lawson', ""The King's Singers""]",34,1,0.549,0.107,0,-16.147,1,0.0844,0.957,0.0,0.111,0.307,74.63,219053,4
3ITVfnOWqufdNq3rD0lFsh,Strong Reflection,['Mars Red Sky'],46,1,0.416,0.466,9,-8.718,1,0.0363,0.00406,0.0511,0.12,0.357,119.085,329627,4
0P7DoyGrr4Wp9w5TotEtUC,The Weight - Remastered,['The Band'],70,1,0.63,0.551,9,-9.28,1,0.0549,0.373,5.75e-05,0.103,0.518,143.868,274493,4
7eqoqGkKwgOaWNNHx90uEZ,Nights,['Frank Ocean'],73,1,0.466,0.548,5,-9.362,0,0.118,0.42,1.01e-06,0.113,0.423,89.815,307151,4
6aBUnkXuCEQQHAlTokv9or,This Must Be the Place (Naive Melody) - 2005 Remaster,['Talking Heads'],67,1,0.942,0.641,7,-10.15,1,0.0333,0.331,0.179,0.028,0.966,114.443,296147,4
6mFkJmJqdDVQ1REhVfGgd1,Wish You Were Here,['Pink Floyd'],72,1,0.481,0.262,7,-15.73,1,0.0414,0.735,0.0114,0.832,0.375,122.883,334744,4
1LgjqqeUpcACk4a94SiinY,"Suite Bergamasque, L. 75: III. Clair De Lune",['Steve Anderson'],52,1,0.428,0.0108,1,-27.554,1,0.0425,0.993,0.924,0.0812,0.0397,68.661,316747,4
16T9qWisf2NCNKKsq3kLp7,Trey Gowdy,['tusken.'],39,1,0.748,0.263,1,-10.783,1,0.27,0.431,0.406,0.14,0.562,82.03,146341,4
6WRyn5N3IVomtiM8jvOAgE,Mr.Toast,"['tusken.', 'Philanthrope']",39,1,0.771,0.403,5,-6.845,1,0.04,0.577,0.0272,0.1,0.395,82.047,118500,4
3XCzyLM9kgBYQsuSg05cos,Albatros,['Plusma'],43,1,0.615,0.48,5,-10.948,0,0.126,0.342,0.564,0.702,0.668,118.438,165625,3
6c3Jxxb5AhCfGkPKfIJ0EJ,mochus,['Plusma'],51,1,0.667,0.516,11,-14.616,0,0.444,0.517,0.13,0.117,0.363,82.037,132059,4
3rclsytutZxiC3moc3QIPZ,throwback port,"['mommy', 'Philanthrope']",40,1,0.794,0.129,8,-15.354,1,0.134,0.467,0.169,0.0726,0.302,120.058,101333,4
2pZi2b9U8r20AF0Cf3hi2D,thinking of you,"['mommy', 'Philanthrope', 'Kyle McEvoy']",62,1,0.797,0.0832,11,-12.673,1,0.203,0.484,0.81,0.239,0.51,160.048,131000,4
5e3YOg6fIkP0wD5TyxcHOH,Cult of Personality,['Living Colour'],59,1,0.504,0.918,0,-3.463,1,0.0517,0.00164,2.12e-05,0.78,0.539,92.031,294827,4
3nWCi6Npr1DJObl5hgZwt7,Tell Them,"['James Blake', 'Moses Sumney', 'Metro Boomin']",9,1,0.58,0.469,8,-8.655,0,0.118,0.778,6.79e-05,0.099,0.289,176.019,208400,4
64ydkbrt0xhdJXRaam06Mc,Mile High,"['James Blake', 'Travis Scott', 'Metro Boomin']",15,1,0.754,0.37,6,-9.854,0,0.12,0.403,6.22e-05,0.107,0.228,114.941,193600,4
69sxo1DMPHgsJs1KA5OMRh,Into The Red,['James Blake'],8,1,0.508,0.47,1,-9.011,1,0.0347,0.586,0.0556,0.134,0.151,173.838,257200,4
1F7ZElvJAvWKQ7UaPXg9cF,Barefoot In The Park,"['James Blake', 'ROSALÍA']",12,1,0.558,0.632,9,-8.339,0,0.284,0.832,0.105,0.198,0.519,161.764,211200,4
0Q3HFb2L0Ydh8cFxM36Ltg,Can't Believe The Way We Flow,['James Blake'],6,1,0.259,0.536,8,-10.309,1,0.0367,0.705,0.000501,0.432,0.29,143.948,267200,4
0aKl9lBwUvRUuXvgdT7Pgj,Are You In Love?,['James Blake'],6,1,0.557,0.278,8,-12.353,1,0.0427,0.723,2.24e-05,0.0755,0.335,147.681,197600,4
5FYvk4lH8kLfRKHW8Ac0mL,Where's The Catch?,"['James Blake', 'André 3000']",8,1,0.746,0.56,5,-9.02,0,0.0932,0.649,0.000577,0.107,0.172,91.988,276000,4
6eykhAkF0Ml7aBCJdiAYf7,Power On,['James Blake'],7,1,0.649,0.468,2,-10.951,1,0.0447,0.849,0.00706,0.106,0.618,92.489,246400,4
5Q2LXkoqv8REmtHuXhbjJI,Don't Miss It,['James Blake'],6,1,0.52,0.341,9,-12.66,1,0.0534,0.842,0.0193,0.0971,0.052,140.914,299200,4
3yGJfVaVJdQn8AKoHh62ct,Lullaby For My Insomniac,['James Blake'],4,1,0.318,0.0297,10,-16.581,1,0.0391,0.957,0.00117,0.0969,0.0624,129.706,223800,5
0T3AyN1HbAlRScx2hTMScG,I'll Come Too,['James Blake'],8,1,0.661,0.472,7,-7.889,1,0.164,0.757,0.00275,0.192,0.206,73.986,222400,4
7ce0vNBSiPNpGvGJ4sot4H,Assume Form,['James Blake'],6,1,0.413,0.349,4,-10.361,0,0.0628,0.886,0.000195,0.091,0.148,139.274,289600,4
7wFybC8jBH3zE139OpCtpG,Lost in the Fire,"['Gesaffelstein', 'The Weeknd']",50,1,0.663,0.675,2,-12.159,1,0.0359,0.0863,0.00133,0.117,0.176,101.004,202093,4
2P2AH9VFIZmYKZL93xXK5h,Sky Map,['Natural Swing'],27,1,0.773,0.0319,2,-19.455,0,0.25,0.455,0.485,0.096,0.0377,80.583,147459,4
5tuJ4QwLV5xk16JQZcSb2O,Last Stop.,"['Sebastian Kamae', 'Bertholet']",44,1,0.497,0.171,10,-16.965,1,0.056,0.944,0.523,0.0759,0.0645,99.039,127000,4
3rRitPKQigBGhEL7lXW84l,everything you say,"['mommy', 'Philanthrope']",56,1,0.679,0.276,11,-19.497,0,0.0567,0.489,0.869,0.354,0.302,141.956,158500,4
6LCrqs85q61pfZCXYvW63B,Praise You - Purple Disco Machine Remix,"['Fatboy Slim', 'Purple Disco Machine']",60,1,0.813,0.781,1,-5.764,1,0.0341,0.048,0.284,0.0577,0.811,120.99,230163,4
4UW4I0a056lfIaghMSvaf4,These Days,['Manwolves'],49,1,0.544,0.281,5,-8.506,0,0.0541,0.791,0.0,0.11,0.236,134.553,239426,4
0pMechXBXLrMwb1B9KZwqM,Sauce,['Manwolves'],46,1,0.423,0.722,2,-3.861,1,0.0513,0.211,0.0,0.262,0.556,137.869,222723,4
40zttuJel1Pp0TI2Z6G70R,Shreddy Krueger,['Manwolves'],43,1,0.476,0.661,0,-5.435,0,0.116,0.166,0.0,0.158,0.712,162.164,180938,4
2PiQfbqUmOfRf3vQbrHKVj,Covet,['Basement'],49,1,0.429,0.798,4,-6.268,1,0.0468,0.00144,0.0717,0.0788,0.225,139.061,227340,4
6m45wPhoGT6GfHVSTHuZxN,Lock and Key,['Mason Proper'],23,1,0.647,0.575,9,-7.309,1,0.0239,0.311,0.104,0.2,0.605,95.002,218173,4
7BtYJLWUl3zms8owH9J8ZY,Jukebox Hero,['The Molly Ringwalds'],37,1,0.355,0.724,9,-3.79,1,0.0408,0.00126,0.0,0.061,0.426,176.002,262542,4
4XpQ2F8NtzWMZ3g5t8qv2Y,No Children,['The Mountain Goats'],50,1,0.606,0.411,1,-7.566,1,0.0413,0.6,0.000649,0.103,0.412,84.944,168307,4
466AJPxaIUvU13wQ40g2YQ,Winona,['Drop Nineteens'],31,1,0.395,0.94,4,-8.696,1,0.0372,4.37e-05,0.663,0.154,0.407,123.59,211773,4
2YrNLRaBvWtlWg06FB1pC6,So Young,['The London Suede'],15,1,0.315,0.89,8,-5.127,0,0.0653,0.734,1.57e-05,0.288,0.42,116.108,218572,4
4kxDzerfD6p2NRpyyg9PRg,Rafstraumur,['Sigur Rós'],31,1,0.369,0.797,4,-6.829,1,0.0466,0.000142,0.87,0.0624,0.101,122.045,297853,4
1vmjRUxrEPvY9VclazZNEY,Untitled #3 - Samskeyti,['Sigur Rós'],0,1,0.114,0.198,3,-14.357,1,0.0313,0.818,0.917,0.108,0.0378,89.535,393427,4
07eGxuz8bL6QMsRqEe1Adu,Svefn-g-englar,['Sigur Rós'],51,1,0.2,0.466,9,-12.298,1,0.0486,0.557,0.702,0.108,0.0572,136.913,606850,5
3hAaCXvutknQugsPFogh8H,Sex And Candy,['Marcy Playground'],51,1,0.55,0.702,11,-5.693,0,0.0281,0.046,1.4e-06,0.119,0.515,159.968,172486,4
6rfGPGghQL7SJmZPXprXIc,Make You Feel My Love,['Bob Dylan'],48,1,0.375,0.219,1,-13.112,1,0.0288,0.78,0.00141,0.109,0.197,143.447,211000,4
5QRfoW5XLqBM2oCPRg2Sr7,L'urlo della strega,['Tangerine Stoned'],31,1,0.248,0.534,2,-7.247,1,0.0296,0.304,0.416,0.212,0.351,143.522,660280,4
5Zxsv4QaYO8BlZvhmZbWT0,White Hidden Fire,['Weird Owl'],31,1,0.3,0.518,2,-5.789,1,0.0285,0.00274,0.000911,0.111,0.384,133.928,423160,4
0L3Bkb0Mvy9XIttCCnSSZq,One Way Trip to the Sun,['Ditch'],36,1,0.152,0.096,5,-22.188,0,0.0433,0.973,0.35,0.178,0.0925,63.578,368000,4
41LUI2mXScZDjIZWmvvWpR,Up the Wolves,['The Mountain Goats'],45,1,0.489,0.366,2,-9.362,1,0.0269,0.494,7.25e-05,0.0892,0.48,157.547,207400,4
2M1Qc1mGSI1IYtmJzQtfPq,This Year,['The Mountain Goats'],52,1,0.699,0.719,9,-9.481,1,0.0312,0.118,0.00259,0.0913,0.831,138.958,232893,4
